vehicle_type,payment_method,ride_distance,booking_hour,cancelled
eBike,UPI,42,18,0
Bike,Cash,1,4,0
Prime Plus,UPI,9,3,0
Prime SUV,Cash,4,12,0
eBike,UPI,12,22,0
Prime Plus,Cash,39,15,0
Auto,UPI,8,15,0
Bike,Cash,37,20,0
eBike,UPI,38,3,0
Mini,UPI,32,4,0
Mini,Cash,7,21,0
Auto,Cash,18,15,0
Bike,Cash,46,9,0
eBike,Cash,7,13,0
Prime SUV,UPI,33,16,0
Prime Plus,UPI,14,0,0
Prime SUV,UPI,12,5,0
Mini,UPI,41,18,0
eBike,Cash,45,0,0
Prime Plus,Cash,16,15,0
Prime Plus,UPI,31,13,0
Bike,UPI,37,14,0
Mini,UPI,8,17,0
Prime Plus,Cash,22,5,0
Bike,Cash,13,11,0
Prime Sedan,UPI,11,7,0
Prime Plus,Cash,44,9,0
Prime SUV,Cash,49,0,0
Mini,UPI,3,0,0
Prime Sedan,Cash,30,11,0
Prime Sedan,Cash,20,11,0
Bike,Cash,3,18,0
eBike,UPI,23,22,0
Mini,UPI,23,21,0
Prime Plus,Cash,12,18,0
eBike,UPI,42,10,0
Prime SUV,UPI,6,5,0
Prime SUV,UPI,33,1,0
Prime SUV,Cash,31,12,0
Auto,Cash,16,9,0
eBike,UPI,40,21,0
Bike,UPI,23,23,0
Bike,UPI,37,22,0
Prime SUV,Cash,7,5,0
Prime Sedan,UPI,3,21,0
Prime SUV,UPI,44,18,0
Auto,Cash,3,8,0
Prime SUV,UPI,32,6,0
Prime SUV,UPI,22,5,0
Bike,UPI,35,21,0
Mini,UPI,27,21,0
Auto,Cash,14,14,0
eBike,Credit Card,27,16,0
Mini,Cash,3,10,0
Auto,UPI,11,2,0
Auto,UPI,6,16,0
eBike,Cash,42,11,0
Auto,UPI,7,20,0
Prime Plus,Cash,44,5,0
Prime SUV,Cash,13,14,0
Prime Plus,UPI,28,15,0
Mini,Cash,43,1,0
Prime Plus,UPI,22,2,0
eBike,UPI,28,23,0
Prime Plus,UPI,28,22,0
Prime Sedan,Cash,44,10,0
Bike,Cash,42,7,0
Prime Sedan,Cash,5,10,0
Auto,UPI,2,6,0
Mini,Cash,1,18,0
Bike,UPI,31,7,0
Bike,Cash,27,20,0
Auto,Cash,2,16,0
Prime Plus,UPI,42,13,0
Prime Sedan,Cash,48,1,0
Prime Sedan,UPI,6,6,0
Bike,Cash,15,7,0
Prime SUV,Cash,38,8,0
Bike,Cash,20,10,0
Prime Sedan,UPI,49,21,0
eBike,UPI,23,15,0
Bike,UPI,49,2,0
eBike,Cash,42,15,0
Prime Plus,UPI,13,5,0
Mini,UPI,41,23,0
Auto,UPI,19,23,0
Prime SUV,Cash,28,3,0
Prime Sedan,Cash,14,18,0
eBike,Cash,9,18,0
Bike,UPI,49,22,0
Auto,UPI,16,5,0
Prime Sedan,Cash,14,23,0
Bike,Cash,11,14,0
Prime Plus,Cash,37,2,0
Auto,UPI,10,17,0
Prime Plus,UPI,9,9,0
Bike,Cash,14,16,0
Prime Sedan,Cash,19,13,0
Prime Sedan,Cash,24,6,0
Prime SUV,Cash,1,8,0
Prime Plus,Cash,48,16,0
Mini,UPI,31,13,0
eBike,UPI,16,13,0
Prime Sedan,UPI,30,11,0
eBike,UPI,9,2,0
eBike,Cash,30,3,0
Auto,Cash,18,10,0
Prime SUV,UPI,36,10,0
eBike,Cash,31,12,0
Bike,Cash,3,14,0
Bike,Cash,1,20,0
eBike,UPI,19,16,0
Bike,Cash,2,20,0
Mini,Cash,4,22,0
Bike,Cash,35,0,0
Prime Sedan,UPI,4,19,0
Prime SUV,Cash,48,9,0
Prime SUV,UPI,32,0,0
Auto,Credit Card,4,10,0
Mini,UPI,10,6,0
Bike,Cash,38,4,0
Prime Plus,Cash,24,17,0
Auto,Cash,8,19,0
Prime Sedan,UPI,30,23,0
Mini,Cash,10,10,0
eBike,UPI,36,16,0
Prime Plus,Cash,44,18,0
Prime Sedan,Cash,10,20,0
Auto,Cash,1,5,0
Prime Sedan,UPI,43,6,0
Prime SUV,Cash,46,16,0
Prime Plus,Cash,39,22,0
Auto,UPI,1,16,0
Prime SUV,UPI,23,22,0
Auto,Cash,9,19,0
Prime SUV,Cash,13,13,0
Auto,UPI,17,5,0
Auto,Cash,1,21,0
Prime Sedan,Cash,1,0,0
Bike,Credit Card,9,0,0
Prime SUV,UPI,24,19,0
Mini,UPI,30,10,0
Mini,UPI,38,22,0
Mini,UPI,34,23,0
Mini,UPI,22,16,0
Prime Plus,UPI,23,19,0
Auto,UPI,17,2,0
eBike,UPI,44,21,0
Prime Plus,Cash,27,3,0
Bike,UPI,44,3,0
eBike,Cash,47,11,0
Prime Sedan,Cash,29,4,0
Auto,UPI,10,9,0
eBike,UPI,41,8,0
Prime Plus,Credit Card,19,6,0
Prime Sedan,Cash,36,17,0
Prime Sedan,Cash,26,2,0
Auto,UPI,18,6,0
eBike,UPI,1,11,0
Mini,Cash,8,19,0
Prime SUV,UPI,1,21,0
Prime SUV,Cash,31,18,0
Mini,Cash,46,14,0
Auto,UPI,12,3,0
Auto,Cash,13,9,0
Prime Plus,Cash,13,8,0
eBike,Cash,7,2,0
Mini,UPI,7,11,0
Mini,Credit Card,24,7,0
Prime Sedan,UPI,11,5,0
Auto,Cash,10,13,0
Bike,UPI,33,19,0
Prime Sedan,Cash,1,2,0
Mini,UPI,21,0,0
Bike,Credit Card,2,4,0
Prime Plus,Credit Card,6,21,0
Prime Plus,Cash,14,14,0
Bike,UPI,6,12,0
Bike,Cash,46,10,0
Mini,Cash,49,22,0
Prime Sedan,Cash,2,11,0
Mini,UPI,29,20,0
Bike,Cash,33,17,0
Prime Plus,Cash,47,14,0
Prime Sedan,Cash,13,15,0
Auto,Cash,9,21,0
Bike,Cash,42,21,0
Prime SUV,Cash,14,9,0
Mini,Cash,44,8,0
eBike,UPI,31,9,0
Bike,Cash,35,3,0
Prime Plus,UPI,41,3,0
Bike,Cash,10,14,0
Prime Plus,Cash,36,23,0
Prime SUV,Cash,13,15,0
Prime SUV,Cash,40,5,0
Mini,Cash,36,7,0
Auto,UPI,11,8,0
Prime Plus,UPI,14,23,0
Mini,Cash,24,16,0
eBike,Cash,42,8,0
Mini,Cash,30,18,0
eBike,Cash,25,2,0
Prime Plus,Cash,16,3,0
Mini,Cash,13,17,0
Prime SUV,Cash,43,7,0
Mini,UPI,42,19,0
Prime Sedan,Cash,31,8,0
Auto,Cash,11,12,0
Prime Sedan,UPI,23,19,0
Prime Plus,Cash,29,21,0
Prime Sedan,Cash,29,19,0
eBike,UPI,39,19,0
eBike,Cash,4,8,0
Prime Plus,UPI,25,8,0
Bike,UPI,16,1,0
Bike,Cash,28,1,0
Bike,Cash,19,14,0
Prime Plus,UPI,8,11,0
eBike,Cash,35,23,0
Prime Plus,Cash,13,11,0
Mini,UPI,19,8,0
Prime Sedan,UPI,26,3,0
Prime Plus,Cash,23,16,0
Bike,Cash,21,9,0
Auto,Cash,13,1,0
eBike,Cash,34,13,0
Prime Sedan,UPI,10,15,0
Prime Plus,Cash,29,9,0
Prime Sedan,Cash,38,6,0
Bike,Cash,31,1,0
Prime Sedan,Cash,24,11,0
Prime Sedan,UPI,49,4,0
Prime SUV,UPI,13,16,0
Prime Sedan,UPI,22,10,0
Prime Plus,Cash,3,18,0
Prime Sedan,Cash,45,5,0
eBike,UPI,3,11,0
Prime SUV,Cash,36,14,0
Bike,Cash,4,22,0
Prime SUV,Cash,20,8,0
Prime Sedan,Cash,23,1,0
Mini,UPI,31,9,0
Prime Sedan,Cash,31,15,0
Auto,Cash,5,20,0
Auto,Credit Card,1,3,0
Auto,UPI,4,9,0
Auto,Cash,14,7,0
eBike,Cash,27,2,0
Prime Plus,Cash,49,10,0
eBike,UPI,46,4,0
Bike,UPI,26,20,0
Prime SUV,UPI,9,17,0
Prime Plus,Cash,2,22,0
Prime Plus,UPI,38,23,0
Mini,Cash,45,18,0
eBike,UPI,23,18,0
Bike,Cash,7,21,0
Prime Sedan,Cash,9,8,0
Prime Sedan,Cash,18,12,0
Prime Sedan,Cash,26,8,0
eBike,UPI,18,2,0
Mini,UPI,9,9,0
Bike,UPI,9,18,0
Prime Plus,Cash,19,6,0
eBike,Cash,46,13,0
eBike,Cash,30,22,0
eBike,UPI,2,3,0
eBike,UPI,39,12,0
Bike,Cash,49,5,0
Prime Plus,UPI,28,1,0
Prime SUV,UPI,17,19,0
eBike,UPI,23,6,0
Prime Plus,UPI,18,13,0
Mini,Cash,10,20,0
Prime Sedan,Cash,24,14,0
Prime Plus,Cash,8,16,0
Mini,Cash,30,17,0
Prime SUV,Cash,7,7,0
Prime SUV,UPI,20,10,0
eBike,Credit Card,23,6,0
Prime Sedan,UPI,3,17,0
Prime Sedan,UPI,39,2,0
Prime SUV,Cash,30,18,0
Mini,UPI,38,20,0
Prime Plus,Cash,29,19,0
Prime Sedan,Cash,25,13,0
Prime Plus,UPI,33,10,0
Mini,UPI,20,12,0
Prime Plus,Cash,19,11,0
Prime Plus,Cash,2,15,0
Prime SUV,Cash,36,17,0
Prime SUV,UPI,27,17,0
Auto,Cash,8,8,0
eBike,UPI,20,17,0
Mini,Cash,7,0,0
Bike,UPI,28,2,0
Auto,Cash,15,12,0
Prime Sedan,UPI,17,11,0
eBike,Cash,8,16,0
eBike,UPI,4,5,0
eBike,Cash,25,21,0
eBike,UPI,20,7,0
Prime SUV,UPI,32,18,0
Prime Sedan,UPI,43,18,0
Prime Plus,Cash,32,11,0
Prime Plus,UPI,9,21,0
Prime SUV,UPI,42,13,0
Prime SUV,Cash,17,16,0
Prime Plus,UPI,9,9,0
eBike,UPI,26,17,0
Prime Sedan,Cash,40,8,0
Mini,Cash,30,14,0
Prime Plus,UPI,15,15,0
Prime Sedan,UPI,39,20,0
Mini,UPI,16,19,0
Prime Plus,Credit Card,17,4,0
Prime SUV,Cash,3,6,0
Bike,UPI,11,23,0
Prime Sedan,Cash,30,11,0
Prime Sedan,UPI,11,10,0
Auto,UPI,7,19,0
Prime Plus,UPI,41,14,0
Auto,Cash,9,16,0
Prime Sedan,UPI,7,21,0
Prime Plus,Cash,43,14,0
Prime Sedan,Cash,37,17,0
Prime SUV,Cash,36,0,0
Prime SUV,UPI,37,16,0
Prime SUV,UPI,1,22,0
Prime Plus,UPI,48,16,0
Auto,Cash,15,10,0
Bike,Cash,15,1,0
Bike,Cash,16,16,0
Mini,Cash,8,13,0
Prime Plus,Cash,27,21,0
Bike,Cash,29,15,0
Prime Plus,Cash,48,15,0
Prime Plus,UPI,25,23,0
Mini,Cash,5,6,0
Prime Sedan,Cash,26,20,0
eBike,Cash,41,10,0
Bike,Cash,24,21,0
eBike,UPI,30,10,0
Bike,Cash,7,0,0
Prime Sedan,Cash,17,1,0
Prime SUV,Cash,47,9,0
Auto,Cash,13,21,0
eBike,UPI,38,21,0
eBike,UPI,4,23,0
Bike,Cash,20,15,0
Prime Sedan,UPI,22,11,0
Bike,Credit Card,24,7,0
Prime SUV,UPI,23,21,0
Mini,Cash,25,13,0
Auto,UPI,4,9,0
eBike,Cash,8,22,0
Auto,UPI,6,16,0
eBike,UPI,43,8,0
Bike,Cash,18,2,0
Prime Plus,Cash,32,2,0
Prime Sedan,Cash,16,14,0
Mini,Cash,10,3,0
Bike,UPI,13,16,0
Prime SUV,Cash,40,17,0
Auto,UPI,8,16,0
eBike,Cash,30,10,0
Prime Sedan,Cash,19,10,0
Bike,Cash,34,23,0
eBike,UPI,12,15,0
Auto,Cash,5,6,0
Prime SUV,UPI,16,1,0
Mini,UPI,18,4,0
Bike,UPI,19,1,0
Prime Plus,Cash,6,14,0
Prime Sedan,Cash,19,13,0
Bike,UPI,20,8,0
Bike,Cash,28,9,0
Prime Sedan,Cash,16,9,0
Auto,Cash,15,6,0
Prime SUV,Cash,19,11,0
Auto,UPI,6,15,0
Bike,UPI,22,15,0
Prime SUV,Cash,33,8,0
Prime Plus,Cash,39,15,0
Prime Plus,UPI,18,10,0
Prime Plus,UPI,9,10,0
Prime Plus,Cash,5,23,0
Prime SUV,Cash,43,10,0
Mini,Cash,26,19,0
Bike,UPI,24,14,0
Auto,UPI,6,23,0
Prime SUV,Cash,33,2,0
Prime SUV,UPI,46,7,0
Auto,Cash,4,20,0
Mini,Cash,25,4,0
Bike,Cash,35,22,0
Mini,Cash,48,11,0
Bike,Cash,26,8,0
Auto,UPI,11,17,0
Mini,Cash,12,16,0
eBike,UPI,31,9,0
eBike,UPI,22,0,0
Bike,Cash,37,5,0
eBike,Cash,30,19,0
Auto,UPI,18,18,0
Auto,UPI,15,15,0
Mini,Cash,16,10,0
Mini,Cash,13,11,0
Bike,Cash,27,21,0
Bike,UPI,1,2,0
Prime SUV,Cash,6,5,0
Prime Sedan,Cash,44,17,0
eBike,UPI,13,6,0
eBike,Cash,6,8,0
Bike,UPI,8,17,0
eBike,Cash,47,20,0
Auto,Cash,11,20,0
Prime Sedan,Cash,8,15,0
Bike,Cash,49,17,0
eBike,Cash,43,11,0
Prime Plus,UPI,4,13,0
Prime Plus,UPI,12,3,0
Mini,Cash,44,19,0
Prime Plus,UPI,3,15,0
eBike,Cash,33,22,0
eBike,Cash,28,14,0
Mini,Cash,40,8,0
Bike,UPI,12,7,0
eBike,Cash,20,18,0
Mini,Cash,10,15,0
Bike,UPI,2,4,0
Prime Sedan,UPI,2,13,0
Mini,Cash,5,10,0
Bike,UPI,36,17,0
Auto,UPI,11,20,0
Prime Plus,UPI,11,0,0
eBike,UPI,20,8,0
eBike,Cash,32,13,0
Bike,Cash,39,12,0
Prime Plus,UPI,32,16,0
Prime Sedan,Cash,17,23,0
Auto,Cash,16,11,0
Prime SUV,Credit Card,11,14,0
Auto,UPI,19,22,0
eBike,Cash,3,7,0
Bike,UPI,22,22,0
Bike,UPI,31,2,0
Prime Sedan,UPI,35,0,0
Prime Sedan,UPI,49,12,0
Bike,UPI,42,0,0
Prime Plus,UPI,8,14,0
Prime Plus,Cash,43,22,0
Mini,Cash,13,12,0
Prime SUV,Cash,43,8,0
Prime SUV,UPI,27,19,0
Mini,Cash,36,6,0
Prime Sedan,Cash,22,15,0
Bike,Cash,8,19,0
Bike,UPI,42,10,0
Bike,Cash,44,14,0
Prime Sedan,Cash,34,4,0
Auto,UPI,16,22,0
Mini,Cash,17,14,0
Mini,Cash,20,22,0
Prime SUV,Cash,45,14,0
Prime Sedan,Cash,10,7,0
Prime SUV,UPI,5,18,0
Auto,Cash,17,19,0
Prime SUV,Cash,20,17,0
Prime Plus,UPI,36,18,0
Bike,Cash,12,21,0
Prime SUV,UPI,1,10,0
eBike,Credit Card,38,2,0
Auto,UPI,9,23,0
Prime Sedan,Cash,28,2,0
Prime SUV,Cash,30,22,0
eBike,Cash,28,17,0
Mini,Credit Card,20,2,0
Auto,UPI,7,23,0
Prime Sedan,Cash,10,1,0
eBike,Cash,40,20,0
Prime Plus,UPI,25,10,0
Mini,Cash,10,17,0
Mini,Cash,11,19,0
Prime SUV,UPI,47,7,0
Prime Plus,Cash,10,10,0
Mini,Cash,9,13,0
eBike,UPI,4,17,0
Prime Sedan,Cash,18,22,0
Mini,Cash,2,23,0
Bike,UPI,14,5,0
Prime Plus,Cash,6,16,0
Bike,Cash,16,6,0
Auto,UPI,15,13,0
Auto,Cash,16,5,0
Mini,Cash,42,9,0
Prime Plus,Cash,46,18,0
Auto,UPI,15,13,0
eBike,UPI,44,11,0
Auto,Cash,8,12,0
Prime Plus,Cash,34,22,0
Auto,Cash,4,10,0
Prime Sedan,Cash,37,21,0
Prime Sedan,Cash,5,12,0
eBike,Cash,10,0,0
Prime Plus,Cash,16,7,0
Mini,Cash,45,1,0
Auto,UPI,12,3,0
Mini,Cash,21,19,0
Mini,UPI,13,2,0
Prime Plus,UPI,4,18,0
Prime SUV,Debit Card,20,12,0
Mini,Cash,21,18,0
Bike,Cash,9,21,0
Prime SUV,UPI,13,8,0
eBike,UPI,47,13,0
Prime SUV,Cash,38,1,0
Auto,Cash,14,14,0
Auto,Cash,3,3,0
Bike,Cash,35,23,0
Prime Plus,Cash,45,18,0
Mini,Cash,13,21,0
Prime Sedan,UPI,35,18,0
Prime Plus,Cash,42,5,0
Prime SUV,Cash,19,16,0
Prime Sedan,Cash,10,1,0
Bike,Cash,24,22,0
Mini,Cash,43,9,0
Bike,UPI,29,12,0
Prime Plus,UPI,33,11,0
Auto,UPI,17,8,0
Prime SUV,UPI,15,12,0
Bike,Cash,39,23,0
Bike,UPI,19,1,0
Bike,UPI,8,14,0
eBike,UPI,22,2,0
Bike,Credit Card,46,5,0
Bike,Debit Card,28,14,0
Prime Plus,UPI,25,11,0
Prime SUV,Cash,47,21,0
Bike,Cash,11,19,0
Prime Plus,UPI,46,21,0
Mini,UPI,24,15,0
Mini,UPI,45,1,0
Auto,UPI,15,4,0
Prime SUV,UPI,43,17,0
Prime Plus,Cash,2,4,0
Mini,UPI,43,9,0
Prime Sedan,Cash,15,11,0
Bike,Cash,6,23,0
eBike,Cash,16,19,0
Mini,UPI,49,1,0
eBike,UPI,13,4,0
Mini,UPI,27,14,0
eBike,UPI,44,17,0
Auto,Cash,12,22,0
Auto,Cash,10,16,0
Prime SUV,Cash,12,22,0
Prime Sedan,UPI,30,3,0
Auto,Cash,17,14,0
Prime SUV,UPI,5,10,0
Mini,Cash,35,18,0
Mini,Cash,48,11,0
Prime Sedan,Cash,42,19,0
Auto,Cash,6,9,0
Bike,Cash,46,20,0
Auto,Cash,14,10,0
Prime SUV,Cash,17,5,0
Prime SUV,UPI,21,6,0
Prime Sedan,Cash,7,13,0
Prime Plus,UPI,35,10,0
Auto,Cash,11,0,0
eBike,UPI,34,16,0
Mini,Cash,23,22,0
eBike,Cash,20,22,0
Mini,UPI,42,1,0
Prime Plus,Cash,10,16,0
Prime Sedan,UPI,16,6,0
Prime Plus,UPI,13,19,0
Prime Sedan,UPI,2,4,0
Prime Sedan,Cash,34,4,0
Auto,UPI,3,22,0
Auto,UPI,5,21,0
eBike,Cash,35,21,0
Prime Sedan,Cash,21,9,0
Mini,UPI,19,6,0
Bike,UPI,25,19,0
Mini,Cash,48,3,0
Prime SUV,UPI,42,12,0
Prime SUV,Cash,33,9,0
Prime Sedan,Cash,15,6,0
Prime SUV,UPI,20,13,0
Prime SUV,Cash,44,8,0
Bike,Cash,48,7,0
Prime Plus,UPI,16,22,0
Prime SUV,UPI,9,14,0
Auto,Cash,12,22,0
Prime Sedan,UPI,41,15,0
eBike,UPI,41,19,0
Mini,Cash,43,3,0
Mini,Cash,49,19,0
Auto,UPI,17,9,0
Mini,Credit Card,39,18,0
Prime Plus,Cash,22,18,0
Mini,Cash,43,19,0
Bike,Cash,21,14,0
Auto,Debit Card,9,10,0
Prime Sedan,Cash,23,12,0
eBike,Cash,7,21,0
Prime SUV,Cash,13,5,0
Mini,Cash,19,8,0
eBike,Cash,26,19,0
Prime Plus,Cash,20,5,0
eBike,Cash,9,20,0
Prime Sedan,UPI,48,0,0
Prime SUV,UPI,11,2,0
eBike,UPI,48,22,0
eBike,UPI,30,6,0
Prime Plus,Cash,49,0,0
Mini,Cash,23,12,0
Prime SUV,Cash,41,7,0
Mini,Cash,22,13,0
Bike,Cash,18,11,0
Bike,Cash,12,12,0
Prime SUV,Cash,44,0,0
Mini,Cash,17,0,0
eBike,Cash,43,6,0
Prime SUV,Cash,47,17,0
Prime Sedan,Credit Card,17,9,0
Prime Plus,UPI,41,11,0
Bike,Credit Card,37,19,0
Auto,UPI,17,21,0
Prime SUV,Cash,33,13,0
Prime Plus,UPI,30,8,0
Mini,UPI,10,0,0
eBike,UPI,6,23,0
Prime Plus,Cash,2,5,0
Prime Plus,Cash,34,20,0
Bike,UPI,27,3,0
Auto,Cash,11,6,0
Auto,UPI,7,1,0
Mini,Cash,34,7,0
Mini,Debit Card,30,14,0
Prime Plus,Cash,11,8,0
Auto,UPI,15,21,0
Prime Sedan,Cash,26,9,0
Prime SUV,Cash,7,22,0
Prime Plus,Cash,35,13,0
eBike,Cash,28,21,0
Prime SUV,UPI,36,14,0
Prime Plus,Cash,14,0,0
Mini,Cash,47,20,0
eBike,UPI,26,14,0
Mini,Cash,43,1,0
Auto,Cash,13,19,0
Auto,UPI,2,3,0
Prime SUV,Credit Card,31,10,0
Prime SUV,UPI,18,5,0
eBike,Debit Card,23,18,0
Auto,Cash,5,0,0
Auto,Cash,17,17,0
Mini,Cash,2,20,0
Auto,Cash,8,4,0
Mini,Cash,44,4,0
Prime Sedan,UPI,29,12,0
Prime Plus,UPI,12,3,0
Prime SUV,Cash,19,11,0
Prime SUV,Cash,16,1,0
eBike,Cash,44,6,0
Prime Plus,Cash,26,8,0
Prime Plus,Credit Card,43,23,0
Auto,Cash,19,6,0
Mini,Cash,21,13,0
Prime SUV,UPI,39,15,0
Auto,Cash,15,15,0
Prime Sedan,Cash,47,9,0
Prime Sedan,Cash,41,9,0
Prime Plus,Cash,45,20,0
eBike,UPI,36,20,0
Bike,UPI,15,20,0
Mini,Cash,46,10,0
Auto,Cash,11,11,0
Mini,Cash,17,13,0
Mini,Cash,1,9,0
Prime Sedan,Cash,25,23,0
Mini,Cash,35,1,0
Prime Sedan,UPI,1,8,0
Prime Sedan,UPI,42,0,0
Auto,UPI,10,4,0
Prime Sedan,UPI,29,21,0
Prime Sedan,UPI,21,0,0
Auto,Cash,5,5,0
Prime Plus,Cash,20,5,0
Auto,Cash,14,9,0
Mini,Cash,42,6,0
Bike,UPI,27,1,0
eBike,Cash,7,22,0
Bike,Cash,44,16,0
eBike,UPI,46,22,0
eBike,Cash,17,21,0
Auto,UPI,13,2,0
Prime Plus,UPI,7,19,0
Mini,Cash,34,7,0
Prime SUV,UPI,41,1,0
Prime SUV,UPI,14,17,0
Prime Plus,UPI,13,16,0
Auto,UPI,4,16,0
Auto,Cash,11,14,0
eBike,Cash,18,4,0
Mini,UPI,44,17,0
Prime SUV,Cash,8,2,0
Mini,Cash,30,0,0
Bike,Cash,40,11,0
Prime SUV,UPI,35,6,0
Prime Plus,Cash,15,2,0
Prime Sedan,Cash,29,11,0
Auto,Debit Card,16,4,0
Bike,UPI,14,22,0
Mini,UPI,40,18,0
eBike,UPI,29,14,0
eBike,Cash,30,11,0
eBike,Cash,32,4,0
eBike,Credit Card,41,19,0
Prime SUV,Cash,29,8,0
Prime Plus,Cash,35,22,0
Mini,Credit Card,43,3,0
Prime Sedan,UPI,6,9,0
eBike,UPI,4,17,0
Prime Plus,UPI,27,17,0
Prime Sedan,UPI,25,18,0
Auto,Cash,11,15,0
Bike,UPI,5,19,0
Prime Sedan,UPI,47,23,0
Prime Plus,UPI,14,18,0
Auto,Cash,10,13,0
Prime SUV,Cash,29,20,0
Bike,UPI,22,15,0
eBike,Debit Card,40,12,0
Bike,UPI,25,14,0
Prime Plus,UPI,33,16,0
Auto,Cash,16,15,0
eBike,UPI,44,5,0
Prime SUV,Cash,42,15,0
Auto,Cash,10,0,0
Auto,Cash,11,13,0
Auto,UPI,8,16,0
Prime Plus,Cash,15,9,0
Mini,Credit Card,2,23,0
Prime Plus,UPI,8,19,0
eBike,Cash,29,20,0
eBike,UPI,3,12,0
Auto,Cash,5,20,0
Bike,Cash,4,21,0
Auto,UPI,15,10,0
Auto,UPI,1,3,0
Bike,Cash,17,12,0
Auto,UPI,8,21,0
Auto,UPI,8,5,0
Prime SUV,Cash,26,12,0
eBike,UPI,13,10,0
Auto,Cash,6,22,0
Prime Plus,UPI,12,14,0
Prime Sedan,Cash,48,23,0
Auto,UPI,9,14,0
Prime Sedan,Cash,8,23,0
Prime SUV,UPI,4,10,0
Prime Plus,UPI,5,11,0
Prime Plus,Cash,11,1,0
Bike,Cash,25,0,0
eBike,UPI,47,12,0
Bike,UPI,44,13,0
Prime Plus,Cash,38,1,0
Prime Plus,UPI,20,22,0
eBike,Cash,39,21,0
Prime SUV,Cash,23,7,0
Auto,UPI,16,8,0
Bike,UPI,13,11,0
Mini,Cash,38,19,0
eBike,Cash,24,22,0
Bike,Cash,9,20,0
Prime Sedan,Credit Card,7,14,0
Prime Sedan,Cash,8,19,0
Auto,Cash,10,5,0
Prime Plus,Cash,31,10,0
Prime Plus,Cash,19,21,0
Prime SUV,UPI,36,20,0
eBike,UPI,6,0,0
Mini,UPI,18,7,0
Bike,Cash,37,19,0
Prime Plus,UPI,6,10,0
Prime Plus,UPI,18,18,0
Prime Sedan,Cash,22,6,0
Auto,Cash,10,15,0
Prime Sedan,Cash,38,2,0
Auto,UPI,4,11,0
Auto,UPI,17,12,0
Prime Sedan,UPI,30,11,0
Bike,UPI,2,9,0
Prime Sedan,Credit Card,14,18,0
Prime SUV,UPI,7,2,0
Auto,Cash,12,21,0
Prime Sedan,Credit Card,3,18,0
Bike,Cash,29,19,0
eBike,Cash,41,23,0
eBike,Cash,31,15,0
Prime Plus,Cash,22,22,0
Prime Plus,Cash,20,1,0
Prime Sedan,Cash,2,5,0
Prime SUV,UPI,9,12,0
Prime Plus,UPI,29,18,0
Prime Plus,UPI,26,10,0
Prime Sedan,Cash,9,21,0
Prime Sedan,UPI,11,4,0
Bike,UPI,36,10,0
Prime Sedan,Cash,18,15,0
Mini,Cash,7,1,0
Mini,Cash,47,22,0
Auto,UPI,14,14,0
Prime Plus,Cash,4,10,0
Prime Plus,Cash,27,8,0
Prime SUV,Cash,48,7,0
Auto,UPI,14,6,0
Prime Sedan,Cash,7,9,0
Auto,UPI,2,4,0
Prime SUV,Cash,48,6,0
Prime SUV,Cash,38,6,0
eBike,Cash,27,1,0
eBike,Cash,16,6,0
Prime Sedan,UPI,8,10,0
Prime SUV,Cash,4,17,0
Prime Sedan,UPI,12,23,0
Auto,Cash,3,13,0
Auto,Cash,10,8,0
Prime SUV,Cash,44,4,0
Bike,Cash,34,15,0
Auto,Cash,1,8,0
Auto,UPI,11,3,0
Bike,Cash,34,4,0
Bike,UPI,16,19,0
Prime SUV,UPI,43,3,0
Prime SUV,Cash,13,15,0
Prime SUV,UPI,5,6,0
Prime Plus,Cash,21,8,0
Prime SUV,Cash,2,0,0
Bike,Cash,39,10,0
Bike,UPI,19,11,0
Mini,Cash,40,23,0
Auto,Cash,10,4,0
Auto,Debit Card,6,0,0
Prime Plus,UPI,31,5,0
Prime Plus,Cash,29,23,0
Prime Sedan,Cash,36,15,0
Auto,Cash,16,10,0
Auto,UPI,6,13,0
Auto,Credit Card,8,12,0
Prime Sedan,UPI,48,1,0
Mini,Cash,1,14,0
eBike,UPI,12,22,0
Auto,Cash,2,11,0
Prime Plus,UPI,26,21,0
Bike,Cash,16,20,0
Auto,Credit Card,11,23,0
eBike,Cash,27,16,0
Mini,UPI,30,4,0
Mini,UPI,3,2,0
Mini,Cash,14,6,0
Auto,UPI,12,17,0
Mini,Cash,23,15,0
Auto,UPI,10,13,0
Prime SUV,UPI,15,17,0
Prime Sedan,Cash,31,23,0
Prime Sedan,Credit Card,36,14,0
Auto,UPI,7,18,0
Mini,Cash,30,19,0
Bike,Cash,43,16,0
Prime SUV,UPI,40,2,0
Mini,Cash,7,12,0
Mini,Cash,38,16,0
Prime Plus,UPI,46,11,0
Bike,Cash,46,11,0
Prime Sedan,Cash,10,17,0
Prime SUV,UPI,24,23,0
Mini,UPI,23,1,0
Mini,UPI,39,12,0
Bike,Cash,29,5,0
eBike,Cash,43,12,0
eBike,UPI,36,23,0
eBike,Cash,2,23,0
Auto,UPI,13,7,0
Prime Plus,Cash,17,23,0
Bike,UPI,1,13,0
Prime Plus,Cash,46,16,0
eBike,Cash,48,17,0
Bike,Cash,38,3,0
eBike,Cash,11,11,0
Prime SUV,Cash,18,5,0
Mini,Credit Card,15,7,0
Bike,Cash,13,23,0
Bike,UPI,47,1,0
eBike,UPI,48,3,0
Mini,Cash,35,18,0
